datetime,stage,p1_code,p1_port,p1_character,p1_stocks,p2_code,p2_port,p2_character,p2_stocks,end_type,lras_initiator,p1_won,p2_won,frames,ignore
2023-10-18 20:22:56+00:00,3.0,,0.0,13.0,3.0,,1.0,12.0,4.0,7.0,0,0.0,1.0,4276.0,False
2023-10-18 20:25:33+00:00,31.0,,0.0,9.0,1.0,,1.0,12.0,0.0,2.0,,1.0,0.0,12262.0,False
2023-10-18 20:29:14+00:00,8.0,,0.0,9.0,1.0,,1.0,2.0,0.0,2.0,,1.0,0.0,11081.0,False
2023-10-18 23:21:01+00:00,3.0,,0.0,9.0,0.0,,1.0,13.0,2.0,2.0,,0.0,1.0,7758.0,False
2023-10-18 23:23:55+00:00,2.0,,0.0,9.0,2.0,,1.0,13.0,0.0,2.0,,1.0,0.0,12062.0,False
2023-10-19 13:15:10+00:00,28.0,,0.0,9.0,1.0,,1.0,8.0,0.0,2.0,,1.0,0.0,15755.0,False
2023-10-20 11:34:30+00:00,32.0,,0.0,9.0,2.0,,1.0,2.0,0.0,2.0,,1.0,0.0,16148.0,False
2023-10-24 12:04:03+00:00,2.0,,0.0,9.0,1.0,,1.0,17.0,3.0,7.0,0,0.0,1.0,8504.0,False
2023-10-24 12:06:38+00:00,31.0,,0.0,9.0,0.0,,1.0,2.0,1.0,2.0,,0.0,1.0,13493.0,False
2023-10-24 12:10:40+00:00,3.0,,0.0,19.0,0.0,,1.0,2.0,3.0,2.0,,0.0,1.0,9302.0,False
2023-10-24 12:13:32+00:00,8.0,,0.0,3.0,0.0,,1.0,2.0,2.0,2.0,,0.0,1.0,11179.0,False
2023-10-27 22:25:24+00:00,32.0,,0.0,9.0,1.0,,1.0,6.0,0.0,2.0,,1.0,0.0,15019.0,False
2023-10-27 22:34:50+00:00,31.0,,0.0,9.0,1.0,,1.0,7.0,0.0,2.0,,1.0,0.0,11730.0,False
2023-10-27 22:38:26+00:00,3.0,,0.0,19.0,1.0,,1.0,8.0,0.0,2.0,,1.0,0.0,13860.0,False
2023-10-28 16:15:31+00:00,2.0,LY＃863,0.0,3.0,0.0,KEKW＃849,1.0,22.0,3.0,2.0,,0.0,1.0,10611.0,False
2023-10-28 16:18:49+00:00,8.0,LY＃863,0.0,19.0,1.0,KEKW＃849,1.0,22.0,0.0,2.0,,1.0,0.0,12683.0,False
2023-10-28 16:22:57+00:00,32.0,LY＃863,0.0,13.0,0.0,KEKW＃849,1.0,7.0,2.0,2.0,,0.0,1.0,10819.0,False
2023-10-28 16:26:29+00:00,28.0,LY＃863,0.0,23.0,3.0,KEKW＃849,1.0,13.0,0.0,2.0,,1.0,0.0,10129.0,False
2023-10-28 16:29:52+00:00,3.0,LY＃863,0.0,20.0,2.0,KEKW＃849,1.0,21.0,0.0,2.0,,1.0,0.0,10979.0,False
2023-10-28 16:33:25+00:00,31.0,LY＃863,0.0,12.0,0.0,KEKW＃849,1.0,15.0,2.0,2.0,,0.0,1.0,16638.0,False
2023-10-28 16:38:41+00:00,2.0,LY＃863,0.0,19.0,2.0,KEKW＃849,1.0,2.0,0.0,2.0,,1.0,0.0,13852.0,False
2023-10-28 16:42:46+00:00,32.0,LY＃863,0.0,3.0,4.0,KEKW＃849,1.0,2.0,0.0,2.0,,1.0,0.0,6946.0,False
2023-10-28 16:45:16+00:00,8.0,LY＃863,0.0,16.0,2.0,KEKW＃849,1.0,2.0,0.0,2.0,,1.0,0.0,9055.0,False
2023-10-28 16:48:13+00:00,28.0,LY＃863,0.0,2.0,0.0,KEKW＃849,1.0,2.0,2.0,2.0,,0.0,1.0,13130.0,False
2023-10-28 16:52:59+00:00,3.0,LY＃863,0.0,25.0,0.0,KEKW＃849,1.0,2.0,3.0,2.0,,0.0,1.0,7733.0,False
2023-10-28 16:56:17+00:00,28.0,LY＃863,0.0,22.0,2.0,KEKW＃849,1.0,22.0,0.0,2.0,,1.0,0.0,17739.0,False
2023-10-28 17:01:34+00:00,31.0,LY＃863,0.0,21.0,0.0,KEKW＃849,1.0,15.0,3.0,2.0,,0.0,1.0,7865.0,False
2023-10-28 17:04:07+00:00,2.0,LY＃863,0.0,3.0,0.0,KEKW＃849,1.0,2.0,1.0,2.0,,0.0,1.0,11161.0,False
2023-10-28 17:07:32+00:00,32.0,LY＃863,0.0,23.0,3.0,KEKW＃849,1.0,2.0,0.0,2.0,,1.0,0.0,5117.0,False
2023-10-28 17:09:11+00:00,28.0,LY＃863,0.0,12.0,0.0,KEKW＃849,1.0,2.0,1.0,2.0,,0.0,1.0,13796.0,False
2023-10-28 17:13:44+00:00,3.0,LY＃863,0.0,15.0,0.0,KEKW＃849,1.0,20.0,2.0,2.0,,0.0,1.0,9871.0,False
2023-10-28 17:16:58+00:00,31.0,LY＃863,0.0,13.0,2.0,KEKW＃849,1.0,22.0,0.0,2.0,,1.0,0.0,15787.0,False
2023-10-28 17:21:45+00:00,8.0,LY＃863,0.0,19.0,0.0,KEKW＃849,1.0,2.0,1.0,2.0,,0.0,1.0,12922.0,False
2023-10-28 17:26:09+00:00,32.0,LY＃863,0.0,9.0,1.0,KEKW＃849,1.0,2.0,0.0,2.0,,1.0,0.0,11089.0,False
2023-10-28 17:29:31+00:00,31.0,LY＃863,0.0,14.0,0.0,KEKW＃849,1.0,2.0,2.0,2.0,,0.0,1.0,12031.0,False
2023-10-28 17:33:09+00:00,3.0,LY＃863,0.0,9.0,2.0,KEKW＃849,1.0,2.0,0.0,2.0,,1.0,0.0,10786.0,False
2023-10-28 17:36:21+00:00,2.0,LY＃863,0.0,19.0,1.0,KEKW＃849,1.0,2.0,0.0,2.0,,1.0,0.0,10945.0,False
2023-10-28 17:39:44+00:00,8.0,LY＃863,0.0,12.0,0.0,KEKW＃849,1.0,2.0,2.0,2.0,,0.0,1.0,8931.0,False
2023-10-28 17:43:22+00:00,8.0,LY＃863,0.0,3.0,3.0,KEKW＃849,1.0,8.0,0.0,2.0,,1.0,0.0,7768.0,False
2023-10-28 17:45:46+00:00,28.0,LY＃863,0.0,3.0,0.0,KEKW＃849,1.0,2.0,2.0,2.0,,0.0,1.0,11754.0,False
2023-10-28 17:49:41+00:00,31.0,LY＃863,0.0,3.0,1.0,KEKW＃849,1.0,20.0,0.0,2.0,,1.0,0.0,15494.0,False
2023-10-28 17:54:24+00:00,28.0,LY＃863,0.0,20.0,2.0,KEKW＃849,1.0,15.0,0.0,2.0,,1.0,0.0,12400.0,False
2023-10-28 17:58:14+00:00,32.0,LY＃863,0.0,16.0,0.0,KEKW＃849,1.0,15.0,2.0,2.0,,0.0,1.0,18201.0,False
2023-10-28 18:03:56+00:00,2.0,LY＃863,0.0,3.0,0.0,KEKW＃849,1.0,2.0,2.0,2.0,,0.0,1.0,7587.0,False
2023-10-28 18:06:17+00:00,32.0,LY＃863,0.0,23.0,2.0,KEKW＃849,1.0,2.0,0.0,2.0,,1.0,0.0,7664.0,False
2023-10-28 18:09:36+00:00,31.0,LY＃863,0.0,6.0,1.0,KEKW＃849,1.0,2.0,0.0,2.0,,1.0,0.0,10472.0,False
2023-10-28 18:12:54+00:00,28.0,LY＃863,0.0,17.0,2.0,KEKW＃849,1.0,15.0,0.0,2.0,,1.0,0.0,11926.0,False
2023-10-28 18:16:37+00:00,31.0,LY＃863,0.0,5.0,0.0,KEKW＃849,1.0,15.0,2.0,2.0,,0.0,1.0,8993.0,False
2023-10-28 18:19:37+00:00,2.0,LY＃863,0.0,2.0,1.0,KEKW＃849,1.0,15.0,0.0,2.0,,1.0,0.0,11844.0,False
2023-10-28 18:23:23+00:00,31.0,LY＃863,0.0,1.0,0.0,KEKW＃849,1.0,15.0,3.0,2.0,,0.0,1.0,12039.0,False
2023-10-28 18:27:03+00:00,3.0,LY＃863,0.0,7.0,2.0,KEKW＃849,1.0,15.0,0.0,2.0,,1.0,0.0,11053.0,False
2023-10-28 18:30:48+00:00,8.0,LY＃863,0.0,24.0,0.0,KEKW＃849,1.0,2.0,2.0,2.0,,0.0,1.0,7618.0,False
2023-10-28 18:33:18+00:00,2.0,LY＃863,0.0,21.0,0.0,KEKW＃849,1.0,2.0,2.0,2.0,,0.0,1.0,11966.0,False
2023-10-28 18:36:55+00:00,8.0,LY＃863,0.0,3.0,0.0,KEKW＃849,1.0,2.0,3.0,2.0,,0.0,1.0,8062.0,False
2023-10-28 18:39:28+00:00,28.0,LY＃863,0.0,19.0,0.0,KEKW＃849,1.0,2.0,3.0,2.0,,0.0,1.0,10854.0,False
2023-10-28 18:42:45+00:00,32.0,LY＃863,0.0,9.0,3.0,KEKW＃849,1.0,2.0,0.0,2.0,,1.0,0.0,3910.0,False
2023-10-28 18:44:16+00:00,31.0,LY＃863,0.0,14.0,2.0,KEKW＃849,1.0,2.0,0.0,2.0,,1.0,0.0,8317.0,False
2023-10-28 18:46:52+00:00,2.0,LY＃863,0.0,12.0,0.0,KEKW＃849,1.0,2.0,3.0,2.0,,0.0,1.0,9553.0,False
2023-10-28 18:49:46+00:00,3.0,LY＃863,0.0,13.0,0.0,KEKW＃849,1.0,2.0,3.0,2.0,,0.0,1.0,9385.0,False
2023-10-28 18:52:38+00:00,8.0,LY＃863,0.0,9.0,3.0,KEKW＃849,1.0,2.0,0.0,2.0,,1.0,0.0,6199.0,False
2023-10-28 18:54:35+00:00,28.0,LY＃863,0.0,19.0,0.0,KEKW＃849,1.0,2.0,3.0,2.0,,0.0,1.0,12213.0,False
2023-10-28 18:58:26+00:00,3.0,LY＃863,0.0,9.0,1.0,KEKW＃849,1.0,2.0,0.0,2.0,,1.0,0.0,11910.0,False
2023-10-28 19:01:57+00:00,31.0,LY＃863,0.0,13.0,0.0,KEKW＃849,1.0,2.0,1.0,2.0,,0.0,1.0,12782.0,False
2023-10-28 19:05:48+00:00,32.0,LY＃863,0.0,9.0,2.0,KEKW＃849,1.0,2.0,0.0,2.0,,1.0,0.0,9778.0,False
2023-10-28 19:08:43+00:00,31.0,LY＃863,0.0,19.0,1.0,KEKW＃849,1.0,2.0,0.0,2.0,,1.0,0.0,11098.0,False
2023-10-28 19:12:00+00:00,2.0,LY＃863,0.0,3.0,1.0,KEKW＃849,1.0,2.0,0.0,2.0,,1.0,0.0,11034.0,False
2023-10-28 19:15:18+00:00,28.0,LY＃863,0.0,2.0,0.0,KEKW＃849,1.0,15.0,2.0,2.0,,0.0,1.0,8609.0,False
2023-10-28 19:17:55+00:00,8.0,LY＃863,0.0,3.0,0.0,KEKW＃849,1.0,2.0,3.0,2.0,,0.0,1.0,6835.0,False
2023-10-28 19:20:06+00:00,3.0,LY＃863,0.0,13.0,0.0,KEKW＃849,1.0,2.0,2.0,2.0,,0.0,1.0,11776.0,False
2023-10-28 19:23:41+00:00,28.0,LY＃863,0.0,9.0,2.0,KEKW＃849,1.0,2.0,0.0,2.0,,1.0,0.0,10238.0,False
2023-10-28 19:26:45+00:00,31.0,LY＃863,0.0,14.0,1.0,KEKW＃849,1.0,2.0,0.0,2.0,,1.0,0.0,15920.0,False
2023-10-30 23:32:19+02:00,,,,,,,,,,,,,,,True
2023-10-31 21:01:53+00:00,31.0,,0.0,19.0,0.0,,1.0,8.0,3.0,2.0,,False,True,9189.0,False
2023-10-31 21:04:38+00:00,31.0,,0.0,9.0,4.0,,1.0,8.0,4.0,7.0,0,True,False,194.0,False
2023-10-31 21:04:49+00:00,31.0,,0.0,9.0,1.0,,1.0,8.0,0.0,2.0,,True,False,11448.0,False
2023-11-02 17:09:27+00:00,8.0,KEKW＃849,0.0,2.0,0.0,LY＃863,1.0,3.0,1.0,2.0,,False,True,11674.0,False
2023-11-02 17:13:39+00:00,31.0,KEKW＃849,0.0,2.0,0.0,LY＃863,1.0,23.0,1.0,2.0,,False,True,11499.0,False
2023-11-02 17:17:04+00:00,28.0,KEKW＃849,0.0,2.0,1.0,LY＃863,1.0,19.0,0.0,2.0,,True,False,17893.0,False
2023-11-02 17:22:43+00:00,3.0,KEKW＃849,0.0,2.0,0.0,LY＃863,1.0,12.0,2.0,2.0,,False,True,12454.0,False
2023-11-02 17:29:05+00:00,2.0,KEKW＃849,0.0,2.0,1.0,LY＃863,1.0,20.0,0.0,2.0,,True,False,14603.0,False
2023-11-02 17:33:54+00:00,8.0,KEKW＃849,0.0,2.0,0.0,LY＃863,1.0,3.0,1.0,2.0,,False,True,9748.0,False
2023-11-02 17:37:07+00:00,32.0,KEKW＃849,0.0,2.0,0.0,LY＃863,1.0,12.0,2.0,2.0,,False,True,10950.0,False
2023-11-02 17:40:56+00:00,28.0,KEKW＃849,0.0,15.0,1.0,LY＃863,1.0,2.0,0.0,2.0,,True,False,15961.0,False
2023-11-02 17:46:35+00:00,2.0,KEKW＃849,0.0,2.0,2.0,LY＃863,1.0,19.0,0.0,2.0,,True,False,10908.0,False
2023-11-02 17:50:20+00:00,3.0,KEKW＃849,0.0,2.0,3.0,LY＃863,1.0,13.0,0.0,2.0,,True,False,8031.0,False
2023-11-02 17:52:48+00:00,32.0,KEKW＃849,0.0,2.0,0.0,LY＃863,1.0,23.0,1.0,2.0,,False,True,12241.0,False
2023-11-02 17:56:58+00:00,31.0,KEKW＃849,0.0,2.0,3.0,LY＃863,1.0,12.0,0.0,2.0,,True,False,12515.0,False
2023-11-02 18:01:06+00:00,28.0,KEKW＃849,0.0,2.0,2.0,LY＃863,1.0,19.0,0.0,2.0,,True,False,11993.0,False
2023-11-02 18:04:46+00:00,28.0,KEKW＃849,0.0,2.0,3.0,LY＃863,1.0,3.0,0.0,2.0,,True,False,10512.0,False
2023-11-02 18:08:23+00:00,8.0,KEKW＃849,0.0,2.0,3.0,LY＃863,1.0,17.0,0.0,2.0,,True,False,8528.0,False
2023-11-02 18:10:59+00:00,3.0,KEKW＃849,0.0,2.0,2.0,LY＃863,1.0,13.0,0.0,2.0,,True,False,11029.0,False
2023-11-02 18:14:24+00:00,2.0,KEKW＃849,0.0,2.0,2.0,LY＃863,1.0,12.0,0.0,2.0,,True,False,16822.0,False
2023-11-02 18:19:21+00:00,8.0,KEKW＃849,0.0,22.0,0.0,LY＃863,1.0,19.0,3.0,2.0,,False,True,13910.0,False
2023-11-02 18:23:31+00:00,28.0,KEKW＃849,0.0,15.0,1.0,LY＃863,1.0,19.0,0.0,2.0,,True,False,21633.0,False
2023-11-02 18:29:57+00:00,2.0,KEKW＃849,0.0,2.0,2.0,LY＃863,1.0,3.0,0.0,2.0,,True,False,7589.0,False
2023-11-02 18:32:24+00:00,3.0,KEKW＃849,0.0,2.0,0.0,LY＃863,1.0,23.0,2.0,2.0,,False,True,8774.0,False
2023-11-02 18:35:33+00:00,32.0,KEKW＃849,0.0,2.0,1.0,LY＃863,1.0,12.0,0.0,2.0,,True,False,13049.0,False
2023-11-02 18:40:29+00:00,8.0,KEKW＃849,0.0,2.0,0.0,LY＃863,1.0,20.0,1.0,2.0,,False,True,10674.0,False
2023-11-02 18:43:45+00:00,31.0,KEKW＃849,0.0,2.0,2.0,LY＃863,1.0,19.0,0.0,2.0,,True,False,13380.0,False
2023-11-02 18:47:51+00:00,3.0,KEKW＃849,0.0,2.0,3.0,LY＃863,1.0,14.0,0.0,2.0,,True,False,12654.0,False
2023-11-02 18:51:38+00:00,2.0,KEKW＃849,0.0,2.0,0.0,LY＃863,1.0,12.0,2.0,2.0,,False,True,12293.0,False
2023-11-02 18:55:19+00:00,31.0,KEKW＃849,0.0,2.0,3.0,LY＃863,1.0,3.0,0.0,2.0,,True,False,9720.0,False
2023-11-02 18:58:23+00:00,3.0,KEKW＃849,0.0,2.0,2.0,LY＃863,1.0,13.0,0.0,2.0,,True,False,6984.0,False
2023-11-02 19:00:39+00:00,8.0,KEKW＃849,0.0,2.0,2.0,LY＃863,1.0,19.0,0.0,2.0,,True,False,12761.0,False
2023-11-02 19:04:27+00:00,28.0,KEKW＃849,0.0,2.0,1.0,LY＃863,1.0,19.0,0.0,2.0,,True,False,15527.0,False
2023-11-02 19:09:09+00:00,8.0,KEKW＃849,0.0,2.0,1.0,LY＃863,1.0,2.0,0.0,2.0,,True,False,7850.0,False
2023-11-02 19:11:35+00:00,2.0,KEKW＃849,0.0,2.0,3.0,LY＃863,1.0,19.0,0.0,2.0,,True,False,8053.0,False
2023-11-02 19:13:59+00:00,32.0,KEKW＃849,0.0,2.0,1.0,LY＃863,1.0,23.0,0.0,2.0,,True,False,11659.0,False
2023-11-02 19:18:21+00:00,8.0,KEKW＃849,0.0,2.0,0.0,LY＃863,1.0,9.0,1.0,2.0,,False,True,10273.0,False
2023-11-02 19:21:22+00:00,28.0,KEKW＃849,0.0,2.0,1.0,LY＃863,1.0,9.0,0.0,2.0,,True,False,9263.0,False
2023-11-02 19:24:08+00:00,31.0,KEKW＃849,0.0,2.0,2.0,LY＃863,1.0,9.0,0.0,2.0,,True,False,7387.0,False
2023-11-02 19:26:20+00:00,2.0,KEKW＃849,0.0,2.0,1.0,LY＃863,1.0,9.0,0.0,2.0,,True,False,11056.0,False
2023-11-02 19:29:42+00:00,3.0,KEKW＃849,0.0,2.0,2.0,LY＃863,1.0,9.0,0.0,2.0,,True,False,9499.0,False
2023-11-02 19:32:30+00:00,32.0,KEKW＃849,0.0,2.0,0.0,LY＃863,1.0,9.0,1.0,2.0,,False,True,10751.0,False
2023-11-02 19:35:42+00:00,31.0,KEKW＃849,0.0,2.0,3.0,LY＃863,1.0,9.0,0.0,2.0,,True,False,8033.0,False
2023-11-02 19:38:13+00:00,32.0,KEKW＃849,0.0,2.0,1.0,LY＃863,1.0,9.0,0.0,2.0,,True,False,7923.0,False
2023-11-02 19:40:36+00:00,8.0,KEKW＃849,0.0,2.0,0.0,LY＃863,1.0,9.0,1.0,2.0,,False,True,8706.0,False
2023-11-02 19:43:11+00:00,31.0,KEKW＃849,0.0,2.0,0.0,LY＃863,1.0,9.0,1.0,2.0,,False,True,13677.0,False
2023-11-02 19:47:12+00:00,28.0,KEKW＃849,0.0,2.0,0.0,LY＃863,1.0,9.0,3.0,2.0,,False,True,7537.0,False
2023-11-02 19:49:26+00:00,31.0,KEKW＃849,0.0,2.0,0.0,LY＃863,1.0,9.0,2.0,2.0,,False,True,10671.0,False
2023-11-02 19:52:33+00:00,31.0,KEKW＃849,0.0,2.0,0.0,LY＃863,1.0,9.0,1.0,2.0,,False,True,15451.0,False
2023-11-02 19:57:02+00:00,31.0,KEKW＃849,0.0,2.0,2.0,LY＃863,1.0,9.0,0.0,2.0,,True,False,9325.0,False
2023-11-02 19:59:47+00:00,8.0,KEKW＃849,0.0,2.0,0.0,LY＃863,1.0,9.0,2.0,2.0,,False,True,6149.0,False
2023-11-02 20:01:40+00:00,28.0,KEKW＃849,0.0,2.0,0.0,LY＃863,1.0,9.0,2.0,2.0,,False,True,12737.0,False
2023-11-02 20:05:22+00:00,31.0,KEKW＃849,0.0,2.0,0.0,LY＃863,1.0,9.0,1.0,2.0,,False,True,11483.0,False
2023-11-02 20:08:44+00:00,31.0,KEKW＃849,0.0,2.0,0.0,LY＃863,1.0,9.0,1.0,2.0,,False,True,13332.0,False
2023-11-02 20:12:36+00:00,31.0,KEKW＃849,0.0,2.0,0.0,LY＃863,1.0,9.0,1.0,2.0,,False,True,10064.0,False
2023-11-02 20:15:35+00:00,31.0,KEKW＃849,0.0,2.0,3.0,LY＃863,1.0,12.0,0.0,2.0,,True,False,10185.0,False
2023-11-03 15:34:47+00:00,8.0,,0.0,9.0,3.0,,1.0,12.0,4.0,7.0,0,False,True,1884.0,False
2023-11-03 19:22:43+00:00,31.0,,0.0,9.0,2.0,,1.0,8.0,0.0,2.0,,True,False,11166.0,False
2023-11-03 19:28:20+00:00,32.0,,0.0,9.0,2.0,,1.0,22.0,0.0,2.0,,True,False,9372.0,False
2023-11-03 19:31:11+00:00,31.0,,0.0,9.0,1.0,,1.0,2.0,0.0,2.0,,True,False,11616.0,False
2023-11-04 19:21:32+00:00,32.0,LY＃863,0.0,12.0,2.0,KEKW＃849,1.0,2.0,0.0,2.0,,True,False,17061.0,False
2023-11-04 19:27:03+00:00,31.0,LY＃863,0.0,12.0,0.0,KEKW＃849,1.0,2.0,1.0,2.0,,False,True,13404.0,False
2023-11-04 19:32:00+00:00,8.0,LY＃863,0.0,3.0,0.0,KEKW＃849,1.0,15.0,1.0,2.0,,False,True,12116.0,False
2023-11-04 19:35:58+00:00,28.0,LY＃863,0.0,3.0,0.0,KEKW＃849,1.0,2.0,2.0,2.0,,False,True,13544.0,False
2023-11-04 19:40:12+00:00,32.0,LY＃863,0.0,20.0,2.0,KEKW＃849,1.0,2.0,0.0,2.0,,True,False,8512.0,False
2023-11-04 19:43:46+00:00,31.0,LY＃863,0.0,15.0,0.0,KEKW＃849,1.0,2.0,2.0,2.0,,False,True,13036.0,False
2023-11-04 19:47:58+00:00,28.0,LY＃863,0.0,15.0,0.0,KEKW＃849,1.0,15.0,3.0,2.0,,False,True,14823.0,False
2023-11-04 19:53:18+00:00,8.0,LY＃863,0.0,12.0,0.0,KEKW＃849,1.0,2.0,2.0,2.0,,False,True,13381.0,False
2023-11-04 19:57:17+00:00,3.0,LY＃863,0.0,19.0,1.0,KEKW＃849,1.0,2.0,0.0,2.0,,True,False,11416.0,False
2023-11-04 20:00:40+00:00,2.0,LY＃863,0.0,3.0,0.0,KEKW＃849,1.0,2.0,4.0,2.0,,False,True,7438.0,False
2023-11-04 20:04:44+00:00,2.0,LY＃863,0.0,3.0,0.0,KEKW＃849,1.0,17.0,1.0,2.0,,False,True,19506.0,False
2023-11-04 20:10:43+00:00,32.0,LY＃863,0.0,20.0,0.0,KEKW＃849,1.0,2.0,2.0,2.0,,False,True,7779.0,False
2023-11-04 20:14:09+00:00,2.0,LY＃863,0.0,12.0,0.0,KEKW＃849,1.0,2.0,1.0,2.0,,False,True,12005.0,False
2023-11-04 20:17:51+00:00,28.0,LY＃863,0.0,19.0,0.0,KEKW＃849,1.0,2.0,1.0,2.0,,False,True,15841.0,False
2023-11-04 20:22:34+00:00,32.0,LY＃863,0.0,9.0,3.0,KEKW＃849,1.0,2.0,0.0,2.0,,True,False,10175.0,False
2023-11-04 20:25:52+00:00,32.0,LY＃863,0.0,13.0,0.0,KEKW＃849,1.0,3.0,1.0,2.0,,False,True,8796.0,False
2023-11-04 20:29:06+00:00,8.0,LY＃863,0.0,12.0,2.0,KEKW＃849,1.0,2.0,0.0,2.0,,True,False,16304.0,False
2023-11-04 20:33:48+00:00,31.0,LY＃863,0.0,12.0,2.0,KEKW＃849,1.0,2.0,0.0,2.0,,True,False,10311.0,False
2023-11-04 20:36:58+00:00,32.0,LY＃863,0.0,20.0,2.0,KEKW＃849,1.0,2.0,0.0,2.0,,True,False,9620.0,False
2023-11-04 20:39:59+00:00,31.0,LY＃863,0.0,7.0,1.0,KEKW＃849,1.0,2.0,0.0,2.0,,True,False,10112.0,False
2023-11-04 20:43:01+00:00,32.0,LY＃863,0.0,19.0,0.0,KEKW＃849,1.0,2.0,3.0,2.0,,False,True,12421.0,False
2023-11-04 20:46:45+00:00,3.0,LY＃863,0.0,12.0,0.0,KEKW＃849,1.0,2.0,2.0,2.0,,False,True,12724.0,False
2023-11-04 20:50:47+00:00,28.0,LY＃863,0.0,13.0,0.0,KEKW＃849,1.0,2.0,3.0,2.0,,False,True,9814.0,False
2023-11-04 20:53:45+00:00,2.0,LY＃863,0.0,9.0,0.0,KEKW＃849,1.0,2.0,2.0,2.0,,False,True,10246.0,False
2023-11-04 20:56:47+00:00,8.0,LY＃863,0.0,9.0,0.0,KEKW＃849,1.0,2.0,2.0,2.0,,False,True,8876.0,False
2023-11-04 20:59:25+00:00,28.0,LY＃863,0.0,9.0,0.0,KEKW＃849,1.0,2.0,1.0,2.0,,False,True,13007.0,False
2023-11-04 21:03:13+00:00,31.0,LY＃863,0.0,9.0,0.0,KEKW＃849,1.0,2.0,1.0,2.0,,False,True,15309.0,False
2023-11-04 21:07:41+00:00,28.0,LY＃863,0.0,9.0,0.0,KEKW＃849,1.0,2.0,2.0,2.0,,False,True,13431.0,False
2023-11-04 21:11:36+00:00,3.0,LY＃863,0.0,9.0,0.0,KEKW＃849,1.0,2.0,2.0,2.0,,False,True,9289.0,False
2023-11-04 21:14:22+00:00,2.0,LY＃863,0.0,9.0,2.0,KEKW＃849,1.0,15.0,0.0,2.0,,True,False,7200.0,False
2023-11-04 21:16:36+00:00,28.0,LY＃863,0.0,9.0,2.0,KEKW＃849,1.0,15.0,0.0,2.0,,True,False,14106.0,False
2023-11-04 21:20:41+00:00,31.0,LY＃863,0.0,9.0,2.0,KEKW＃849,1.0,15.0,0.0,2.0,,True,False,12853.0,False
2023-11-04 21:24:26+00:00,28.0,LY＃863,0.0,9.0,1.0,KEKW＃849,1.0,15.0,0.0,2.0,,True,False,11003.0,False
2023-11-04 21:27:38+00:00,31.0,LY＃863,0.0,9.0,1.0,KEKW＃849,1.0,15.0,0.0,2.0,,True,False,13868.0,False
2023-11-04 21:31:58+00:00,8.0,LY＃863,0.0,9.0,1.0,KEKW＃849,1.0,15.0,0.0,2.0,,True,False,8280.0,False
2023-11-04 21:34:28+00:00,3.0,LY＃863,0.0,9.0,1.0,KEKW＃849,1.0,15.0,0.0,2.0,,True,False,9012.0,False
2023-11-04 21:37:12+00:00,2.0,LY＃863,0.0,9.0,0.0,KEKW＃849,1.0,15.0,2.0,2.0,,False,True,7490.0,False
2023-11-05 18:20:17+00:00,32.0,KEKW＃849,0.0,1.0,0.0,LY＃863,1.0,3.0,3.0,2.0,,False,True,9342.0,False
2023-11-05 18:23:23+00:00,8.0,KEKW＃849,0.0,8.0,0.0,LY＃863,1.0,3.0,2.0,2.0,,False,True,9336.0,False
2023-11-05 18:26:19+00:00,2.0,KEKW＃849,0.0,8.0,1.0,LY＃863,1.0,3.0,0.0,2.0,,True,False,12720.0,False
2023-11-05 18:30:01+00:00,31.0,KEKW＃849,0.0,8.0,0.0,LY＃863,1.0,3.0,2.0,2.0,,False,True,13585.0,False
2023-11-05 18:33:57+00:00,28.0,KEKW＃849,0.0,8.0,2.0,LY＃863,1.0,3.0,0.0,2.0,,True,False,16501.0,False
2023-11-05 18:38:58+00:00,3.0,KEKW＃849,0.0,17.0,2.0,LY＃863,1.0,13.0,0.0,2.0,,True,False,14443.0,False
2023-11-05 18:43:39+00:00,8.0,KEKW＃849,0.0,6.0,2.0,LY＃863,1.0,16.0,0.0,2.0,,True,False,11640.0,False
2023-11-05 18:47:16+00:00,2.0,KEKW＃849,0.0,16.0,1.0,LY＃863,1.0,12.0,0.0,2.0,,True,False,24803.0,False
2023-11-05 18:54:51+00:00,8.0,KEKW＃849,0.0,19.0,0.0,LY＃863,1.0,12.0,1.0,2.0,,False,True,11702.0,False
2023-11-05 18:58:41+00:00,32.0,KEKW＃849,0.0,14.0,0.0,LY＃863,1.0,12.0,2.0,2.0,,False,True,14038.0,False
2023-11-05 19:03:46+00:00,2.0,KEKW＃849,0.0,20.0,0.0,LY＃863,1.0,19.0,1.0,2.0,,False,True,12115.0,False
2023-11-05 19:07:22+00:00,8.0,KEKW＃849,0.0,4.0,1.0,LY＃863,1.0,19.0,0.0,2.0,,True,False,13810.0,False
2023-11-05 19:11:30+00:00,31.0,KEKW＃849,0.0,15.0,2.0,LY＃863,1.0,6.0,0.0,2.0,,True,False,12154.0,False
2023-11-05 19:16:05+00:00,2.0,KEKW＃849,0.0,25.0,1.0,LY＃863,1.0,7.0,0.0,2.0,,True,False,8538.0,False
2023-11-05 19:18:53+00:00,28.0,KEKW＃849,0.0,1.0,0.0,LY＃863,1.0,3.0,1.0,2.0,,False,True,13938.0,False
2023-11-05 19:24:23+00:00,3.0,KEKW＃849,0.0,24.0,0.0,LY＃863,1.0,13.0,2.0,2.0,,False,True,14107.0,False
